reactions,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,Chemostat_vilu_04,pyruvate_heinmann,succinate_heinmann,glycerol_heinmann,fumarate_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,42Cdeg_henimann,NaCl_50mM_heinmann
OGMEACPR,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR100,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR60_reverse,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR121,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR120,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR141,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR140,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR161,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR160,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR40_reverse,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR100_reverse,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR80_reverse,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR40,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR181,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR180,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAR140_reverse,12120000000000000,6360371401328570,6979482038398950,6895082571964850,11563333333333300,7879638552103330,11613333333333300,5698079316356950,7864437057905060,11780000000000000,6789929834651430,8456468236930280,7443987499260870,8078465648888610,12633333333333300,8639574734741510,8257506847088460,9492074593361380,7759216435990630,7592219370496670,7737443208952140
3OAS181,2376666666666670,1924870136998100,2289713507773330,1888180535263940,2843333333333330,2335698830115280,3116666666666670,2050266829653610,3795755305576090,3133333333333330,3093567176048570,3664286325447500,3318482133906380,3545018900766940,3213333333333330,3685037306212470,3003894472924610,2925912275778160,4564114318677500,4570355324468810,4088815276275710
ADCL,,125994454921270,63474302029473.7,153388797707879,,72328560382222.2,,132708498199444,82681365682758.6,,103893023735238,50740535680555.6,37561363699130.4,39809562983055.6,,61652190167311.8,94104353363589.7,130984756345517,58390294972291.7,62803501520238.1,68460253514047.6
DTMPK_reverse,180000000000000,163570473433651,144318545968772,148017936794242,180000000000000,148693519691111,176666666666667,126512620051667,222888698604368,180000000000000,136195245920000,207906605493889,187484426804058,213834780520000,203333333333333,207393442335054,217744159433077,265245027128736,249020422055000,248252769415476,217449691559286
DTMPK,180000000000000,163570473433651,144318545968772,148017936794242,180000000000000,148693519691111,176666666666667,126512620051667,222888698604368,180000000000000,136195245920000,207906605493889,187484426804058,213834780520000,203333333333333,207393442335054,217744159433077,265245027128736,249020422055000,248252769415476,217449691559286
AGM4PH,280000000000000,,,,293333333333333,,310000000000000,,,300000000000000,,,,,350000000000000,,,,,,
AGMH,280000000000000,,,,293333333333333,,310000000000000,,,300000000000000,,,,,350000000000000,,,,,,
AGM3PH,280000000000000,,,,293333333333333,,310000000000000,,,300000000000000,,,,,350000000000000,,,,,,
NADH10,1176666666666670,,,13644961520909.1,1046666666666670,3625617054166.67,1046666666666670,13739449841111.1,92284415422758.6,1046666666666670,18767150556507.9,7395611622500,42591686825217.4,13048109794722.2,1400000000000000,46916141248172.1,,10640190458390.8,87958505885416.7,111330101528810,114031615997619
NADH5,1176666666666670,,,13644961520909.1,1046666666666670,3625617054166.67,1046666666666670,13739449841111.1,92284415422758.6,1046666666666670,18767150556507.9,7395611622500,42591686825217.4,13048109794722.2,1400000000000000,46916141248172.1,,10640190458390.8,87958505885416.7,111330101528810,114031615997619
NADH9,1176666666666670,,,13644961520909.1,1046666666666670,3625617054166.67,1046666666666670,13739449841111.1,92284415422758.6,1046666666666670,18767150556507.9,7395611622500,42591686825217.4,13048109794722.2,1400000000000000,46916141248172.1,,10640190458390.8,87958505885416.7,111330101528810,114031615997619
ACGAMK,363333333333333,56030743237142.9,66729469418596.5,32110191885151.5,,73755499091111.1,,265120849769167,110673334894713,,85025106741587.3,156581639275833,139139336300580,154523891303333,,36179560601505.4,89546502617179.5,50628524153563.2,224474302597500,65604411433333.3,112009917169524
ADSL2r,4593333333333330,214651194036825,692818382902456,241463251365152,4656666666666670,625977097318889,5476666666666670,262308145937778,2147680841915170,6036666666666670,729773007623492,1333116919455000,1871874133101160,1746448634182220,7403333333333330,1780127915476560,574587332067179,594008309541379,2409926625528540,2335733738032860,2263819630938090
ADSL2r_reverse,4593333333333330,214651194036825,692818382902456,241463251365152,4656666666666670,625977097318889,5476666666666670,262308145937778,2147680841915170,6036666666666670,729773007623492,1333116919455000,1871874133101160,1746448634182220,7403333333333330,1780127915476560,574587332067179,594008309541379,2409926625528540,2335733738032860,2263819630938090
ADSL1r,4593333333333330,214651194036825,692818382902456,241463251365152,4656666666666670,625977097318889,5476666666666670,262308145937778,2147680841915170,6036666666666670,729773007623492,1333116919455000,1871874133101160,1746448634182220,7403333333333330,1780127915476560,574587332067179,594008309541379,2409926625528540,2335733738032860,2263819630938090
ADSL1r_reverse,4593333333333330,214651194036825,692818382902456,241463251365152,4656666666666670,625977097318889,5476666666666670,262308145937778,2147680841915170,6036666666666670,729773007623492,1333116919455000,1871874133101160,1746448634182220,7403333333333330,1780127915476560,574587332067179,594008309541379,2409926625528540,2335733738032860,2263819630938090
TDP,,291779497577778,470692974275088,939930677726364,,440120017749445,,950722062885556,578696247025517,,939995252191746,474513258027500,499247824630435,795700602825278,,631400643513333,518684739890513,838399897439540,663841257614375,382443886603333,673721482451905
ICDHyr_reverse,39550000000000000,30467275031768200,43453424790757200,40393460273752400,57326666666666700,45441943245083900,60043333333333300,45689649234089500,38150123600189200,48776666666666700,50960821022421900,49656862822910600,37524110080062600,45275127628858900,45880000000000000,45271247704816600,46055731752780000,41313976640275600,37027799058343100,38752623765389500,40378527515245000
ICDHyr,39550000000000000,30467275031768200,43453424790757200,40393460273752400,57326666666666700,45441943245083900,60043333333333300,45689649234089500,38150123600189200,48776666666666700,50960821022421900,49656862822910600,37524110080062600,45275127628858900,45880000000000000,45271247704816600,46055731752780000,41313976640275600,37027799058343100,38752623765389500,40378527515245000
DAAD,1053333333333330,206389983444127,234629777260351,215344347728485,1503333333333330,474485284689167,1506666666666670,220259250169167,688953904080920,1333333333333330,606382899126032,549311923271111,570970569845507,665313450835556,690000000000000,453674717257419,423057619304872,253781327138161,330786741192500,415232143755714,275760324367857
UM4PCP,266666666666667,39332199904127,43219835322456.1,13888417022727.3,270000000000000,49208171351944.5,233333333333333,73484748068333.4,110243554299080,176666666666667,72452787536190.5,77850034026388.9,236559475727246,142785970651111,203333333333333,120679638548387,46932642999743.6,92699327962528.7,192759249912292,181860208033095,229860810879762
AM4PCP,266666666666667,39332199904127,43219835322456.1,13888417022727.3,270000000000000,49208171351944.5,233333333333333,73484748068333.4,110243554299080,176666666666667,72452787536190.5,77850034026388.9,236559475727246,142785970651111,203333333333333,120679638548387,46932642999743.6,92699327962528.7,192759249912292,181860208033095,229860810879762
4PCP,266666666666667,39332199904127,43219835322456.1,13888417022727.3,270000000000000,49208171351944.5,233333333333333,73484748068333.4,110243554299080,176666666666667,72452787536190.5,77850034026388.9,236559475727246,142785970651111,203333333333333,120679638548387,46932642999743.6,92699327962528.7,192759249912292,181860208033095,229860810879762
AGM4PCP,266666666666667,39332199904127,43219835322456.1,13888417022727.3,270000000000000,49208171351944.5,233333333333333,73484748068333.4,110243554299080,176666666666667,72452787536190.5,77850034026388.9,236559475727246,142785970651111,203333333333333,120679638548387,46932642999743.6,92699327962528.7,192759249912292,181860208033095,229860810879762
TREHpp,5790000000000000,5064442941082540,2166546677486670,2941845288137270,2920000000000000,2099263383184440,1536666666666670,1493362152908330,836271175332644,1000000000000000,1352931236071750,1025561261801110,1329058487588410,1134534673820280,783333333333333,954482558129032,1152529655269490,704349719418851,676595339276250,693946921264048,743237193921429
